pheno_id	FieldID	Field	Path	Strata	Sexed	Coding	Coding_meaning	original_type	transformed_type	nsamples	nsamples_T	nsamples_F	pheno_type	nsamples_CAD_SOFT_0	nsamples_CAD_SOFT_1	nsamples_CAD_SOFT_0_T	nsamples_CAD_SOFT_1_T	keep
22506_111	22506	Tobacco smoking	Online follow-up > Work environment > Medical information	Primary	Unisex	496	Smokes on most or all days	CAT_SINGLE	CAT_SINGLE_UNORDERED	86392	1997	84395	Medical_information	80927	5465	1853	144	TRUE
22506_112	22506	Tobacco smoking	Online follow-up > Work environment > Medical information	Primary	Unisex	496	Occasionally	CAT_SINGLE	CAT_SINGLE_UNORDERED	86392	1267	85125	Medical_information	80927	5465	1208	59	FALSE
22506_113	22506	Tobacco smoking	Online follow-up > Work environment > Medical information	Primary	Unisex	496	Ex-smoker	CAT_SINGLE	CAT_SINGLE_UNORDERED	86392	31311	55081	Medical_information	80927	5465	28600	2711	TRUE
22507	22507	Age of stopping smoking	Online follow-up > Work environment > Medical information	Primary	Unisex	NA	NA	INTEGER	CONTINUOUS	31311	NA	NA	Medical_information	28600	2711	NA	NA	TRUE
22599	22599	Number of jobs held	Online follow-up > Work environment > Employment history	Derived	Unisex	NA	NA	INTEGER	CAT_ORD	85059	NA	NA	Employment	79676	5383	NA	NA	TRUE
22601_41233254	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	counter clerk, bank clerk, cashier, post office clerk	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	2920	82139	NA	NA	NA	NA	NA	FALSE
22601_12333358	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	hairdressing or beauty salon manager or proprietor/owner	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	248	84811	NA	NA	NA	NA	NA	FALSE
22601_35373270	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	financial controller, accounting/audit technician, trust officer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	1417	83642	NA	NA	NA	NA	NA	FALSE
22601_41123205	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	civil service administrative officer or assistant or clerk, tax collector, prison service clerk, law courts clerk	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	3842	81217	NA	NA	NA	NA	NA	FALSE
22601_42153302	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	all other personal assistants and secretaries	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	5074	79985	NA	NA	NA	NA	NA	FALSE
22601_61213416	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	nursery nurse/assistant/supervisor, crèche assistant	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	292	84767	NA	NA	NA	NA	NA	FALSE
22601_52312934	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	motor mechanic, diesel fitter, auto engineer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	501	84558	NA	NA	NA	NA	NA	FALSE
22601_21113020	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	chemist (analytic, developmental, industrial, research)	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	1005	84054	NA	NA	NA	NA	NA	FALSE
22601_42133300	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	school secretary	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	360	84699	NA	NA	NA	NA	NA	FALSE
22601_91112478	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	farmhand, farm labourer, herdsman, shepherd, dairyman, pigman	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	333	84726	NA	NA	NA	NA	NA	FALSE
22601_21212592	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	civil engineer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	452	84607	NA	NA	NA	NA	NA	FALSE
22601_21223040	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	mechanical engineer, automobile engineer, aeronautical engineer, locomotive or marine engineer, welding engineer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	1108	83951	NA	NA	NA	NA	NA	FALSE
22601_41133206	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	local government administrative officer or assistant or clerk	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	4595	80464	NA	NA	NA	NA	NA	FALSE
22601_23143401	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	secondary school teacher or teaching professional (including head teacher)	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	7107	77952	NA	NA	NA	NA	NA	FALSE
22601_52162926	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	pipe fitter	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	113	84946	NA	NA	NA	NA	NA	FALSE
22601_32113072	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	nurse (of any kind, at any level)	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	4545	80514	NA	NA	NA	NA	NA	FALSE
22601_92332985	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	house cleaner, domestic, chambermaid, charlady	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	150	84909	NA	NA	NA	NA	NA	FALSE
22601_32293082	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	other therapist including acupuncturist, aromatherapist, dietician, herbalist, homeopath, hypnotherapist, masseur, orthoptist, osteopath, psychotherapist	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	772	84287	NA	NA	NA	NA	NA	FALSE
22601_41113204	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	civil service executive officer, revenue/tax executive or officer, fraud inspector or officer, job centre adviser	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	3233	81826	NA	NA	NA	NA	NA	FALSE
22601_71113328	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	4344	80715	NA	NA	NA	NA	NA	FALSE
22601_42173304	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	typist, shorthand typist, transcriber, stenographer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	2823	82236	NA	NA	NA	NA	NA	FALSE
22601_11323222	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	sales or marketing manager/director, export/import manager, business development manager, advertising/commercial manager	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	2031	83028	NA	NA	NA	NA	NA	FALSE
22601_32173088	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	pharmaceutical dispenser, pharmacy technician	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	156	84903	NA	NA	NA	NA	NA	FALSE
22601_24433109	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	probation officer, community service officer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	162	84897	NA	NA	NA	NA	NA	FALSE
22601_31113033	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	laboratory technician, scientific assistant, cytology screener; hospital, medical or health technician	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	2056	83003	NA	NA	NA	NA	NA	FALSE
22601_35623246	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	personnel or industrial relations officer, recruitment consultant	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	504	84555	NA	NA	NA	NA	NA	FALSE
22601_52142924	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	metal plate worker, boilermaker, plater-welder, caulker-burner, shipwright, riveter	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	143	84916	NA	NA	NA	NA	NA	FALSE
22601_34313159	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	journalist, reporter, newspaper correspondent, sports writer, newspaper or magazine editor	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	446	84613	NA	NA	NA	NA	NA	FALSE
22601_71253330	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	merchandiser, window dresser	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	174	84885	NA	NA	NA	NA	NA	FALSE
22601_11513250	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	bank manager, bank section manager, building society manager, post/sub-post office manager	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	1284	83775	NA	NA	NA	NA	NA	FALSE
22601_52312660	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	motor mechanic, auto engineer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	227	84832	NA	NA	NA	NA	NA	FALSE
22601_24223282	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	management accountant, works accountant, cost accountant	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	722	84337	NA	NA	NA	NA	NA	FALSE
22601_12213392	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	hotel or guesthouse owner/manager; hostel warden, holiday camp manager, caravan/camping site owner/manager	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	375	84684	NA	NA	NA	NA	NA	FALSE
22601_21323059	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	software professional, analyst-programmer, computer programmer, software analyst or engineer, systems designer or programmer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	3226	81833	NA	NA	NA	NA	NA	FALSE
22601_35623207	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	personnel or industrial relations officer, recruitment consultant	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	193	84866	NA	NA	NA	NA	NA	FALSE
22601_61223105	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	childminder, au pair, children's nanny	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	447	84612	NA	NA	NA	NA	NA	FALSE
22601_24513314	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	librarian, assistant librarian	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	692	84367	NA	NA	NA	NA	NA	FALSE
22601_35613203	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	public service higher/senior executive officer, hospital administrator	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	3031	82028	NA	NA	NA	NA	NA	FALSE
22601_41223241	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	accounts and wages clerk/assistant/supervisor, bookkeeper, cost or ledger clerk, audit assistant, budget officer, student loans officer, paymaster	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	1814	83245	NA	NA	NA	NA	NA	FALSE
22601_21263044	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	design and development engineer, ergonomist	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	521	84538	NA	NA	NA	NA	NA	FALSE
22601_31223293	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	draughtsperson, cartographer, designer-detailer/draughtsperson, drawing office checker, engineering draughtsperson	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	268	84791	NA	NA	NA	NA	NA	FALSE
22601_24312597	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	architect, landscape architect/designer, structural designer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	338	84721	NA	NA	NA	NA	NA	FALSE
22601_23213026	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	scientific researcher, scientific officer, medical research associate, experimental officer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	1103	83956	NA	NA	NA	NA	NA	FALSE
22601_22113066	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	medical doctor, general practitioner, hospital consultant	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	1358	83701	NA	NA	NA	NA	NA	FALSE
22601_92193312	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	other general office clerical tasks including: office junior, office worker, photocopy/print room operator, office machinist	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	3152	81907	NA	NA	NA	NA	NA	FALSE
22601_91392721	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	other work in this industry: factory hand, mate, assistant, handler, loader, finisher	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	120	84939	NA	NA	NA	NA	NA	FALSE
22601_42123299	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	legal secretary	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	574	84485	NA	NA	NA	NA	NA	FALSE
22601_61153104	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	care assistant, home care assistant, residential social worker, home carer, nursing home assistant	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	1108	83951	NA	NA	NA	NA	NA	FALSE
22601_34323160	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	broadcasting professional, broadcaster, news reporter; radio or television journalist, director or producer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	348	84711	NA	NA	NA	NA	NA	FALSE
22601_31323061	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	it user support technician, help desk or helpline operator (computing), support technician (computing), systems support officer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	637	84422	NA	NA	NA	NA	NA	FALSE
22601_32223079	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	occupational therapist	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	277	84782	NA	NA	NA	NA	NA	FALSE
22601_23123400	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	further education teaching professional, college lecturer/professor	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	2307	82752	NA	NA	NA	NA	NA	FALSE
22601_53142540	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	heating engineer, gas service engineer, air conditioning engineer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	215	84844	NA	NA	NA	NA	NA	FALSE
22601_23153402	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	5278	79781	NA	NA	NA	NA	NA	FALSE
22601_24113277	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	solicitor, lawyer, barrister, judge, coroner, articled clerk, attorney, advocate, stipendiary magistrate, fiscal/crown prosecutor, sheriff (scottish courts), legal services recorder	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	1003	84056	NA	NA	NA	NA	NA	FALSE
22601_33123442	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	police officer (sergeant or below)	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	1080	83979	NA	NA	NA	NA	NA	FALSE
22601_41503307	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	general office assistant/clerk, clerical officer, clerk-typist, office supervisor, press/newspaper corrector/reader	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	3817	81242	NA	NA	NA	NA	NA	FALSE
22601_53122524	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	bricklayer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	115	84944	NA	NA	NA	NA	NA	FALSE
22601_35393271	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	management information officer, conference/events co-ordinator/organiser, exhibition officer, work study engineer/officer/analyst, contract adviser/agent, election agent, business system analyst	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	1749	83310	NA	NA	NA	NA	NA	FALSE
22601_12343321	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	shopkeeper, shop owner, newsagent, wholesale/retail dealer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	1361	83698	NA	NA	NA	NA	NA	FALSE
22601_52453063	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	computer installation and maintenance engineer/repairer/installer/technician	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	288	84771	NA	NA	NA	NA	NA	FALSE
22601_11143212	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	senior official of special interest organisation including general manager or director or executive or general secretary of charity, or trade union/association or religious organisation	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	1939	83120	NA	NA	NA	NA	NA	FALSE
22601_21123021	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	biologist, botanist, entomologist, zoologist, ecologist, microbiologist/pathologist/virologist/geneticist (not medically qualified)	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	614	84445	NA	NA	NA	NA	NA	FALSE
22601_81322804	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	assembler, machine operator, foreman	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	313	84746	NA	NA	NA	NA	NA	FALSE
22601_52412543	22601	Job coding	Online follow-up > Work environment > Employment history	Primary	Unisex	497	electrician, electrical fitter	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	85059	376	84683	NA	NA	NA	NA	NA	FALSE
